elapsed (s),x-axis (g),y-axis (g),z-axis (g),x-axis (T),y-axis (T),z-axis (T),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx)
36.413,-0.064,0,1.005,,,,0.183,0.244,0.183,
36.424,-0.064,-0.001,1.005,,,,0.183,0.183,0.061,
36.433,-0.066,-0.001,1.004,,,,0.244,-0.122,0.122,
36.443,-0.065,-0.003,1.005,,,,0,0,0.183,
36.453,-0.066,-0.001,1.006,,,,0.122,0.305,-0.183,
36.463,-0.064,-0.002,1.003,,,,0.183,0.061,-0.061,
36.472,-0.063,-0.002,1.002,,,,0.061,0.061,0.122,
36.482,-0.064,-0.001,1.003,,,,0.244,0,0,
36.493,-0.065,0,1.004,,,,-0.061,0.427,0.122,
36.503,-0.061,-0.002,1.003,,,,0.183,0.366,0.122,
36.513,-0.064,-0.002,1.005,,,,0.305,-0.061,0.061,
36.522,-0.065,0,1.007,,,,0.244,0.122,-0.122,
36.532,-0.065,0,1.005,,,,0.183,0,0.061,
36.542,-0.064,-0.001,1.002,,,,0.122,0.122,0,
36.553,-0.064,0,1.002,,,,-0.244,0.183,0.061,
36.561,-0.064,-0.001,1.004,,,,-0.366,-0.061,-0.122,
36.572,-0.066,-0.001,1.006,,,,-0.122,-0.061,0,
36.582,-0.065,-0.001,1.005,,,,0.122,0.305,0.244,
36.592,-0.063,-0.001,1.005,,,,-0.061,0.122,0.061,
36.601,-0.064,-0.003,1.004,,,,0.122,0.183,0.305,
36.611,-0.066,-0.002,1.004,,,,0.122,0.366,0.122,
36.621,-0.065,-0.002,1.005,,,,0.244,0,0.122,
36.632,-0.064,-0.003,1.005,,,,0.244,0.061,0,
36.641,-0.065,-0.001,1.003,,,,-0.244,0.122,0.061,
36.651,-0.064,-0.002,1.005,,,,-0.061,0,0,
36.661,-0.062,-0.001,1.005,,,,-0.061,0.183,0,
36.671,-0.063,-0.002,1.004,,,,0.305,0,-0.122,
36.682,-0.064,-0.002,1.005,,,,0.122,-0.061,-0.122,
36.69,-0.064,-0.002,1.004,,,,-0.244,0.183,-0.061,
36.701,-0.063,0,1.005,,,,-0.061,0.366,0.061,
36.711,-0.066,-0.001,1.005,,,,0.183,0.183,0.244,
36.721,-0.063,-0.002,1.004,,,,0.183,0.061,0.061,
36.73,-0.065,-0.002,1.005,,,,0.061,0,-0.183,
36.74,-0.064,-0.002,1.006,,,,0.183,0.244,0.061,
36.75,-0.065,-0.002,1.005,,,,0.122,-0.061,0,
36.761,-0.062,-0.001,1.005,,,,-0.061,0.183,0,
36.769,-0.064,-0.002,1.003,,,,0.244,0.122,-0.122,
36.78,-0.065,-0.003,1.005,,,,0.122,0.061,0,
36.79,-0.065,-0.001,1.005,,,,0.122,0.183,0,
36.8,-0.063,-0.001,1.005,,,,0.122,0.061,-0.244,
36.809,-0.064,-0.002,1.004,,,,0.244,0.305,0,
36.819,-0.066,-0.002,1.005,,,,0.305,-0.305,0,
36.829,-0.066,-0.002,1.004,,,,-0.183,0,0.061,
36.84,-0.063,-0.001,1.005,,,,-0.122,0.244,0.061,
36.849,-0.064,-0.001,1.005,,,,0,-0.122,0.122,
36.859,-0.064,0,1.005,,,,0,0.061,-0.122,
36.869,-0.063,-0.001,1.005,,,,0.061,0.183,-0.061,
36.879,-0.064,-0.002,1.004,,,,0,-0.061,-0.183,
36.888,-0.065,0,1.004,,,,0,-0.183,-0.061,
36.898,-0.065,0.001,1.004,,,,0.244,0.427,0.061,
36.909,-0.065,-0.002,1.003,,,,0.366,0.427,0,
36.919,-0.064,-0.002,1.004,,,,0.061,0.366,-0.061,
36.929,-0.064,-0.001,1.004,,,,0.366,0,-0.122,
36.938,-0.064,0,1.004,,,,0.061,0.244,-0.061,
36.948,-0.064,-0.002,1.005,,,,0,0.122,-0.122,
36.958,-0.065,-0.003,1.006,,,,0,0.061,0,
36.969,-0.065,-0.002,1.004,,,,-0.122,0.061,-0.122,
36.977,-0.064,-0.002,1.003,,,,-0.122,0.122,-0.122,
36.988,-0.064,0,1.003,,,,0.122,0.244,0.183,
36.998,-0.063,-0.001,1.005,,,,0.183,0.183,0.061,
37.008,-0.064,-0.002,1.007,,,,0.427,0.244,0.061,
37.017,-0.064,-0.001,1.005,,,,0.549,0.122,0.122,
37.027,-0.064,-0.001,1.005,,,,0.427,0.366,0.061,
37.038,-0.064,-0.002,1.005,,,,0.183,-0.183,-0.183,
37.048,-0.063,-0.001,1.005,,,,0.305,0.061,-0.305,
37.057,-0.065,0,1.004,,,,0.244,-0.122,-0.061,
37.067,-0.063,-0.001,1.004,,,,-0.061,0.427,-0.061,
37.077,-0.062,-0.002,1.006,,,,-0.427,-0.061,0,
37.087,-0.064,0,1.005,,,,-0.122,0.366,0.061,
37.096,-0.065,0.001,1.003,,,,-0.122,0.244,0,
37.106,-0.064,-0.002,1.004,,,,0.122,0,-0.061,
37.117,-0.064,-0.001,1.004,,,,0.366,0.122,0.122,
37.127,-0.065,0,1.005,,,,0.244,0.549,0.061,
37.137,-0.065,0,1.005,,,,0.366,-0.061,0.122,
37.146,-0.065,-0.001,1.004,,,,0.122,-0.183,-0.061,
37.156,-0.065,-0.003,1.004,,,,0.183,0.061,-0.061,
37.166,-0.065,-0.002,1.003,,,,0,0,0.244,
37.177,-0.065,-0.001,1.005,,,,-0.183,0,0.244,
37.185,-0.064,-0.001,1.003,,,,-0.061,0.244,-0.122,
37.196,-0.064,-0.001,1.005,,,,0.122,0.183,-0.183,
37.206,-0.064,0,1.004,,,,0,0.305,-0.061,
37.216,-0.063,-0.002,1.003,,,,-0.122,0,0,
37.225,-0.064,-0.002,1.005,,,,0.183,0.183,-0.061,
37.235,-0.063,-0.003,1.005,,,,0.244,0.122,-0.244,
37.246,-0.065,-0.001,1.005,,,,-0.183,0.183,0.061,
37.256,-0.064,-0.001,1.003,,,,0.061,-0.244,0.122,
37.265,-0.064,-0.001,1.003,,,,-0.244,0.122,0.061,
37.275,-0.065,-0.001,1.005,,,,-0.488,0.061,-0.183,
37.285,-0.063,0,1.005,,,,-0.427,0.122,-0.061,
37.295,-0.062,0,1.005,,,,-0.244,0.183,-0.061,
37.306,-0.064,0,1.004,,,,-0.244,0.183,-0.366,
37.314,-0.065,-0.001,1.004,,,,-0.061,0.183,-0.122,
37.325,-0.064,-0.001,1.003,,,,0.183,0.183,0.183,
37.335,-0.063,-0.002,1.005,,,,0.305,0.061,-0.061,
37.345,-0.062,-0.003,1.005,,,,0.366,0.183,-0.183,
37.354,-0.065,-0.001,1.001,,,,0.488,0.366,-0.122,
37.364,-0.065,0,1.003,,,,0.244,0.305,-0.244,
37.374,-0.065,0,1.005,,,,0,0.122,-0.122,
37.385,-0.064,-0.002,1.005,,,,-0.122,-0.305,0.122,
37.393,-0.064,-0.003,1.005,,,,-0.366,0.122,-0.183,
37.404,-0.065,-0.001,1.003,,,,0,0,0.244,
37.414,-0.064,0,1.003,,,,-0.183,0.061,0.122,
37.424,-0.062,-0.002,1.004,,,,0.122,0,0.183,
37.433,-0.063,0,1.004,,,,0.244,0.244,-0.122,
37.443,-0.066,0,1.005,,,,0.366,0.305,0.122,
37.454,-0.065,-0.002,1.004,,,,0.366,0.183,0.122,
37.464,-0.065,-0.002,1.003,,,,0.061,0,-0.183,
37.473,-0.065,-0.001,1.005,,,,-0.122,0.183,-0.122,
37.483,-0.063,0.001,1.003,,,,-0.305,0.122,-0.061,
37.493,-0.065,0,1.005,,,,0,0.122,-0.061,
37.503,-0.063,0,1.003,,,,-0.427,0.061,0.183,
37.514,-0.065,-0.001,1.003,,,,-0.305,0.183,0.061,
37.522,-0.066,-0.001,1.002,,,,-0.305,0,0.061,
37.533,-0.066,0,1.004,,,,0.183,-0.061,0.061,
37.543,-0.065,-0.002,1.004,,,,0.488,0.305,0,
37.553,-0.064,-0.002,1.004,,,,0.244,0,0.061,
37.562,-0.064,0,1.006,,,,0.061,0.122,-0.061,
37.572,-0.066,-0.001,1.006,,,,0.366,0.244,0.061,
37.582,-0.065,-0.001,1.004,,,,0.244,0.183,0.122,
37.593,-0.063,0,1.002,,,,-0.061,0.366,0.122,
37.601,-0.064,-0.001,1.003,,,,-0.122,0.122,0.061,
37.612,-0.064,-0.002,1.004,,,,-0.427,-0.061,0.122,
37.622,-0.063,-0.001,1.003,,,,-0.122,-0.061,0.061,
37.632,-0.064,0,1.004,,,,-0.061,0.061,-0.122,
37.641,-0.063,-0.001,1.004,,,,0.427,0,-0.061,
37.651,-0.065,-0.001,1.004,,,,0.122,0.488,-0.183,
37.662,-0.064,-0.002,1.004,,,,-0.061,0.366,-0.122,
37.672,-0.066,0,1.004,,,,0,0.122,0.061,
37.681,-0.064,-0.003,1.004,,,,0.122,-0.061,-0.122,
37.691,-0.064,0,1.003,,,,0,0.122,-0.061,
37.701,-0.065,-0.001,1.005,,,,-0.122,-0.122,-0.061,
37.711,-0.064,0,1.004,,,,0.183,0,-0.061,
37.722,-0.064,-0.001,1.005,,,,0.122,-0.244,0.061,
37.73,-0.065,-0.001,1.004,,,,0.305,0,0.244,
37.741,-0.066,-0.002,1.003,,,,0.183,0.305,-0.122,
37.751,-0.065,-0.001,1.005,,,,-0.122,0.244,-0.061,
37.761,-0.063,0,1.003,,,,0.122,0.183,0.061,
37.77,-0.066,-0.001,1.003,,,,-0.061,0.122,0.122,
37.78,-0.063,-0.002,1.003,,,,-0.183,-0.122,-0.061,
37.79,-0.063,0,1.005,,,,-0.061,0.305,0.244,
37.801,-0.064,0,1.005,,,,0,-0.244,0.061,
37.809,-0.064,-0.001,1.005,,,,0.122,-0.061,0,
37.82,-0.062,0,1.004,,,,-0.122,-0.244,0.244,
37.83,-0.064,-0.001,1.002,,,,0.183,0,0.183,
37.84,-0.064,0,1.004,,,,-0.244,0,-0.061,
37.849,-0.065,-0.001,1.005,,,,0.183,0.244,0.061,
37.859,-0.064,-0.002,1.003,,,,0.122,0.366,0.122,
37.87,-0.065,-0.001,1.004,,,,0.183,0.183,0.183,
37.88,-0.063,-0.001,1.004,,,,0.671,0.122,0,
37.889,-0.064,-0.001,1.004,,,,0.671,0,0,
37.899,-0.065,0,1.005,,,,0.671,0.122,-0.061,
37.909,-0.064,0,1.005,,,,0.183,0.061,0,
37.919,-0.066,0,1.005,,,,0,0.183,0,
37.93,-0.065,0,1.006,,,,0,0.549,-0.122,
37.938,-0.064,0,1.005,,,,-0.122,0.061,0.061,
37.949,-0.065,-0.001,1.002,,,,0.061,0.183,-0.122,
37.959,-0.065,0,1.003,,,,0,0.244,0.244,
37.969,-0.064,0,1.004,,,,0.305,0,0.305,
37.978,-0.065,-0.001,1.005,,,,0.122,-0.061,-0.122,
37.988,-0.066,-0.001,1.004,,,,0.427,0,-0.061,
37.998,-0.065,-0.001,1.003,,,,0.732,-0.122,0,
38.009,-0.064,0,1.003,,,,-0.122,0.427,0.061,
38.017,-0.062,0,1.005,,,,-0.366,-0.061,0.244,
38.028,-0.063,-0.001,1.004,,,,-0.305,0,-0.061,
38.038,-0.064,0,1.004,,,,-0.488,0.183,-0.122,
38.048,-0.064,0,1.003,,,,-0.122,0.488,-0.183,
38.057,-0.064,0,1.003,,,,0.244,0,-0.061,
38.067,-0.064,0,1.003,,,,0.183,0,0,
38.078,-0.066,-0.001,1.004,,,,0.549,0.061,0.183,
38.088,-0.065,-0.001,1.005,,,,0.244,0.061,0.244,
38.097,-0.065,-0.001,1.004,,,,0.061,0.183,0.183,
38.107,-0.065,-0.001,1.004,,,,0.183,0.183,-0.244,
38.117,-0.065,-0.003,1.004,,,,0.061,0.061,0.122,
38.127,-0.065,0,1.004,,,,0.305,0.305,0.061,
38.138,-0.063,-0.001,1.002,,,,0.244,0.244,0.061,
38.146,-0.062,0,1.005,,,,0.183,-0.061,-0.061,
38.157,-0.063,-0.001,1.006,,,,0.549,0,0.122,
38.167,-0.064,0,1.007,,,,0.671,0.061,0.122,
38.177,-0.066,-0.001,1.003,,,,0.061,0.061,-0.061,
38.186,-0.067,0.001,1.004,,,,-0.366,0.122,-0.305,
38.196,-0.065,-0.001,1.005,,,,0.061,0,0.122,
38.206,-0.065,-0.001,1.005,,,,-0.183,0.183,-0.061,
38.217,-0.063,0.002,1.003,,,,-0.427,0.427,-0.305,
38.225,-0.063,0.001,1.003,,,,0,0.427,0.061,
38.236,-0.064,0,1.005,,,,0.427,-0.122,0.061,
38.246,-0.065,0,1.005,,,,0.671,-0.061,-0.183,
38.256,-0.064,-0.002,1.004,,,,0.427,0.183,0,
38.265,-0.064,0,1.005,,,,0.244,0.122,0.061,
38.275,-0.065,0,1.004,,,,0.061,0.183,-0.061,
38.286,-0.065,0,1.004,,,,0.061,0.061,-0.244,
38.296,-0.065,-0.001,1.006,,,,-0.244,0.244,-0.183,
38.305,-0.066,0,1.004,,,,-0.122,0.183,0.061,
38.315,-0.064,0,1.005,,,,-0.183,0.122,0,
38.325,-0.064,-0.002,1.005,,,,-0.488,0.061,-0.183,
38.335,-0.063,-0.003,1.005,,,,-0.122,0.305,-0.244,
38.346,-0.064,0.001,1.004,,,,0.488,0.122,0,
38.354,-0.063,-0.001,1.004,,,,0.427,0.183,0,
38.365,-0.065,-0.001,1.003,,,,0.366,0.183,0,
38.375,-0.063,0,1.005,,,,0.427,0,-0.122,
38.385,-0.064,0,1.004,,,,0.122,0.061,-0.061,
38.394,-0.066,0,1.005,,,,-0.122,0.244,-0.061,
38.404,-0.065,0,1.005,,,,-0.549,0.061,0,
38.414,-0.066,0,1.004,,,,-0.488,0.122,-0.183,
38.425,-0.064,0,1.002,,,,-0.366,0.122,-0.122,
38.433,-0.063,0,1.004,,,,0.244,-0.244,0.122,
38.444,-0.064,0.001,1.003,,,,0.366,0.061,0,
38.454,-0.065,0.001,1.004,,,,0.183,0.183,0,
38.464,-0.063,0.001,1.004,,,,0.183,0.122,0,
38.473,-0.065,0.001,1.004,,,,0.061,0,-0.061,
38.483,-0.065,-0.001,1.006,,,,0.122,0.122,0,
38.494,-0.065,0,1.003,,,,0.061,0.122,0.122,
38.504,-0.064,-0.001,1.004,,,,-0.183,0,-0.305,
38.513,-0.063,0,1.006,,,,-0.366,0.488,0.061,
38.523,-0.065,-0.002,1.005,,,,-0.366,0.122,-0.244,
38.533,-0.064,-0.001,1.004,,,,0,-0.122,0.122,
38.543,-0.065,0,1.003,,,,-0.122,0.183,0,
38.554,-0.064,0,1.004,,,,0.122,0.061,0.244,
38.562,-0.064,-0.002,1.005,,,,0.366,-0.305,0.061,
38.573,-0.064,0,1.004,,,,0.366,0.061,-0.061,
38.583,-0.064,0,1.003,,,,0.366,0.122,0.061,
38.593,-0.063,-0.001,1.006,,,,0.305,0.061,0,
38.602,-0.065,-0.001,1.004,,,,0.183,-0.122,0,
38.612,-0.063,0,1.003,,,,0.122,0.183,-0.183,
38.622,-0.065,-0.001,1.006,,,,0.061,0.183,0,
38.633,-0.065,-0.001,1.003,,,,-0.122,0.122,-0.061,
38.642,-0.065,0,1.002,,,,0.122,0.305,0,
38.652,-0.064,0,1.004,,,,-0.244,0.183,0,
38.662,-0.063,0,1.003,,,,-0.122,0.183,-0.061,
38.672,-0.063,0.001,1.003,,,,0.183,0.061,0.061,
38.681,-0.065,0,1.004,,,,0.305,0.183,0.244,
38.691,-0.065,0,1.004,,,,0.183,-0.061,-0.061,
38.702,-0.064,-0.001,1.005,,,,-0.061,0.183,-0.305,
38.712,-0.065,-0.001,1.005,,,,-0.122,0.305,-0.061,
38.721,-0.066,0,1.006,,,,-0.366,0.305,0.183,
38.731,-0.064,0,1.003,,,,-0.366,-0.061,-0.061,
38.741,-0.064,-0.001,1.004,,,,-0.366,0.244,0,
38.751,-0.062,0,1.005,,,,-0.244,0.061,0,
38.762,-0.064,0,1.003,,,,0.122,0.122,0.122,
38.77,-0.064,-0.001,1.004,,,,0.244,0.244,0.305,
38.781,-0.064,-0.002,1.004,,,,0,-0.061,0.366,
38.791,-0.065,-0.001,1.004,,,,0.244,0.366,-0.122,
38.801,-0.065,-0.002,1.005,,,,-0.122,-0.183,0.122,
38.81,-0.064,0,1.005,,,,0.061,0.061,-0.061,
38.82,-0.065,0.001,1.005,,,,-0.244,0.244,-0.122,
38.83,-0.065,-0.001,1.007,,,,-0.061,0.183,0.061,
38.841,-0.066,0,1.005,,,,0.244,0.061,0,
38.85,-0.064,0,1.004,,,,0.183,0.122,0.183,
38.86,-0.064,0.001,1.003,,,,0,0.183,-0.183,
38.87,-0.064,0,1.003,,,,-0.122,0.061,0.061,
38.88,-0.065,-0.001,1.005,,,,-0.244,0.244,-0.061,
38.889,-0.063,0,1.005,,,,-0.305,0.122,-0.122,
38.899,-0.065,0,1.003,,,,-0.122,-0.183,-0.061,
38.91,-0.065,0.001,1.003,,,,-0.366,-0.061,-0.183,
38.92,-0.065,0,1.005,,,,-0.366,0.183,0.061,
38.929,-0.065,-0.001,1.003,,,,0,0.305,0.122,
38.939,-0.066,-0.002,1.005,,,,0.244,0,0,
38.949,-0.066,-0.001,1.005,,,,0.427,0.183,0,
38.959,-0.065,-0.001,1.006,,,,-0.305,0.244,-0.183,
38.97,-0.063,-0.002,1.005,,,,-0.305,0.061,-0.061,
38.978,-0.065,-0.002,1.004,,,,0,0.122,0.061,
38.989,-0.065,-0.002,1.004,,,,-0.183,0,0.061,
38.999,-0.064,0,1.003,,,,0,0.244,-0.183,
39.009,-0.064,0,1.003,,,,0.305,0.061,0.122,
39.018,-0.065,0.001,1.003,,,,0.427,-0.183,0.122,
39.028,-0.065,-0.001,1.005,,,,0.427,0,-0.244,
39.038,-0.065,-0.001,1.005,,,,0.183,0.122,0,
39.049,-0.065,-0.001,1.006,,,,-0.061,0.061,0.061,
39.058,-0.063,-0.001,1.006,,,,0.061,-0.061,-0.122,
39.068,-0.064,-0.001,1.004,,,,0.183,0.122,0.122,
39.078,-0.064,0,1.004,,,,-0.244,0.305,0,
39.088,-0.064,0,1.004,,,,-0.366,0.183,0,
39.097,-0.065,0.001,1.004,,,,0.427,0.427,-0.122,
39.107,-0.063,-0.001,1.006,,,,0.305,0.305,-0.061,
39.118,-0.064,-0.001,1.003,,,,-0.183,0.122,0.061,
39.128,-0.063,-0.002,1.005,,,,-0.366,0,0.061,
39.137,-0.065,-0.002,1.004,,,,-0.183,0.122,0.244,
39.147,-0.065,-0.002,1.005,,,,0.183,-0.183,0,
39.157,-0.063,-0.001,1.003,,,,0.488,0.183,0.244,
39.167,-0.064,0,1.004,,,,0.183,0.122,0.061,
39.178,-0.064,-0.001,1.005,,,,-0.183,0.122,0.061,
39.186,-0.064,-0.002,1.004,,,,0,0.244,-0.061,
39.197,-0.063,-0.001,1.005,,,,-0.305,0.427,0.061,
39.207,-0.063,0,1.005,,,,0,0.122,0,
39.217,-0.064,0.001,1.005,,,,-0.122,-0.122,0.244,
39.226,-0.064,0,1.005,,,,0.061,0.122,0.122,
39.236,-0.065,-0.002,1.005,,,,0.183,0.305,0,
39.246,-0.066,-0.001,1.004,,,,0.61,0.061,-0.122,
39.257,-0.063,0,1.002,,,,0.122,0.122,-0.122,
39.266,-0.064,0,1.002,,,,-0.427,-0.061,0.061,
39.276,-0.066,-0.001,1.004,,,,-0.183,0.366,0.122,
39.286,-0.064,-0.001,1.005,,,,0.061,0.183,0.244,
39.296,-0.063,0,1.005,,,,-0.122,0.305,0.244,
39.305,-0.065,0.001,1.005,,,,-0.122,0,0,
39.315,-0.064,0,1.006,,,,0,0.122,-0.305,
39.326,-0.065,-0.001,1.004,,,,0.122,0,0,
39.336,-0.064,0,1.001,,,,0.244,0,0.244,
39.345,-0.064,0,1.004,,,,0.122,0.305,0,
39.355,-0.065,-0.002,1.005,,,,-0.244,0.183,-0.244,
39.365,-0.064,-0.002,1.002,,,,0.122,0.122,-0.122,
39.375,-0.064,0,1.003,,,,0,0.183,0,
39.386,-0.064,0,1.004,,,,-0.244,-0.061,-0.183,
39.394,-0.064,0,1.006,,,,-0.061,0.183,0.122,
39.405,-0.063,0,1.005,,,,0.061,-0.122,-0.061,
39.415,-0.062,-0.001,1.004,,,,0.366,-0.061,0.183,
39.425,-0.065,0,1.003,,,,0,0.244,0.244,
39.434,-0.064,-0.001,1.005,,,,0.061,0.122,0,
39.444,-0.064,0,1.004,,,,0,0,0.183,
39.454,-0.065,-0.001,1.004,,,,-0.122,0,0,
39.465,-0.064,-0.001,1.002,,,,-0.183,0.427,-0.244,
39.474,-0.064,-0.002,1.005,,,,-0.183,0,0.122,
39.484,-0.064,-0.002,1.004,,,,0.061,0.183,0.061,
39.494,-0.065,-0.002,1.002,,,,0.122,0,0,
39.504,-0.064,0,1.004,,,,-0.061,0.305,0,
39.513,-0.064,0,1.006,,,,0,0.183,-0.122,
39.523,-0.065,0,1.005,,,,-0.122,0,-0.061,
39.534,-0.066,0.001,1.004,,,,-0.366,0,0,
39.544,-0.064,0,1.005,,,,-0.244,0,0.061,
39.554,-0.066,-0.001,1.003,,,,-0.183,0.183,-0.061,
39.563,-0.065,-0.001,1.003,,,,-0.122,-0.122,0.305,
39.573,-0.063,0,1.005,,,,0.061,0.244,-0.122,
39.583,-0.064,0,1.003,,,,0,0,0.122,
39.594,-0.065,-0.002,1.006,,,,0.244,0.244,0.061,
39.602,-0.063,-0.001,1.004,,,,-0.061,-0.122,0,
39.613,-0.062,-0.002,1.004,,,,0,-0.244,0,
39.623,-0.064,-0.001,1.004,,,,-0.183,0.122,-0.183,
39.633,-0.065,-0.001,1.002,,,,-0.244,0,-0.244,
39.642,-0.065,-0.002,1.004,,,,0.061,0.122,0.122,
39.652,-0.064,-0.001,1.004,,,,0.244,0.244,-0.122,
39.663,-0.065,-0.001,1.005,,,,0.061,0.244,-0.244,
39.673,-0.066,0,1.006,,,,0.549,0.244,-0.122,
39.682,-0.064,-0.001,1.004,,,,-0.061,0,-0.244,
39.692,-0.063,-0.001,1.005,,,,0.305,0.183,-0.061,
39.702,-0.063,0,1.004,,,,0.122,0.366,0.305,
39.712,-0.064,0,1.003,,,,0.122,0.183,-0.061,
39.721,-0.064,-0.001,1.003,,,,-0.122,0.061,-0.183,
39.731,-0.066,-0.001,1.003,,,,0,0.061,-0.061,
39.742,-0.063,-0.001,1.002,,,,0.244,0.366,-0.061,
39.752,-0.064,-0.001,1.004,,,,-0.183,0.305,0.122,
39.762,-0.065,-0.001,1.004,,,,0.183,0.061,-0.061,
39.771,-0.064,-0.001,1.007,,,,0.244,-0.061,-0.061,
39.781,-0.064,-0.001,1.006,,,,0,0.122,-0.061,
39.791,-0.065,-0.001,1.005,,,,-0.061,0.244,0,
39.802,-0.064,0.001,1.006,,,,-0.122,0.305,0,
39.81,-0.064,-0.001,1.003,,,,0.061,0.244,0.122,
39.821,-0.064,-0.001,1.004,,,,0.122,0.305,-0.061,
39.831,-0.065,0,1.004,,,,0.061,0.366,-0.183,
39.841,-0.065,0,1.003,,,,0.122,0.244,-0.061,
39.85,-0.065,-0.001,1.005,,,,0.244,-0.366,-0.061,
39.86,-0.064,0,1.004,,,,-0.122,0.366,0,
39.871,-0.066,-0.002,1.003,,,,-0.183,0,0,
39.881,-0.065,0,1.003,,,,0.305,-0.183,0.122,
39.89,-0.063,-0.002,1.004,,,,0.366,0.061,0.061,
39.9,-0.064,-0.002,1.005,,,,0.305,0.183,-0.061,
39.91,-0.064,-0.002,1.003,,,,-0.061,0,-0.244,
39.92,-0.064,-0.002,1.003,,,,-0.183,0.122,-0.061,
39.929,-0.064,-0.001,1.005,,,,0,0.122,-0.122,
39.939,-0.064,-0.001,1.005,,,,0,0.122,0.244,
39.95,-0.064,-0.002,1.003,,,,0.122,0.183,0,
39.96,-0.063,-0.001,1.003,,,,0,0.244,0.183,
39.97,-0.064,0,1.005,,,,0.305,0.122,-0.061,
39.979,-0.065,-0.002,1.003,,,,0.244,0.305,-0.061,
39.989,-0.064,0,1.003,,,,0.366,0.183,0.061,
39.999,-0.063,0,1.002,,,,0.183,0.183,0.183,
40.01,-0.065,-0.003,1.005,,,,0.244,0.061,0.061,
40.018,-0.065,-0.001,1.004,,,,-0.122,0.122,-0.061,
40.029,-0.064,-0.002,1.004,,,,-0.183,0.122,-0.305,
40.039,-0.064,0,1.005,,,,-0.671,0.122,-0.061,
40.049,-0.064,-0.002,1.005,,,,-0.244,0.061,0.122,
40.058,-0.065,-0.001,1.005,,,,-0.183,0.366,-0.122,
40.068,-0.065,-0.001,1.004,,,,-0.061,0.427,0.122,
40.079,-0.065,0,1.004,,,,-0.061,0.122,0.061,
40.089,-0.064,0,1.003,,,,-0.366,0.61,0,
40.098,-0.065,-0.003,1.003,,,,0.183,0,0.122,
40.108,-0.063,-0.001,1.005,,,,0,0,0,
40.118,-0.063,-0.001,1.006,,,,-0.061,0,0.061,
40.128,-0.064,-0.002,1.006,,,,0.244,0.183,0.061,
40.137,-0.065,-0.001,1.005,,,,-0.244,-0.061,-0.122,
40.147,-0.066,-0.001,1.005,,,,-0.366,0.183,0.122,
40.158,-0.065,-0.001,1.005,,,,-0.122,0.183,-0.122,
40.168,-0.064,-0.002,1.004,,,,-0.122,0.061,-0.122,
40.178,-0.065,-0.002,1.004,,,,-0.366,0.305,0,
40.187,-0.064,-0.002,1.004,,,,-0.183,0.305,0.061,
40.197,-0.065,-0.001,1.003,,,,0.061,0.244,0.244,
40.207,-0.065,-0.002,1.005,,,,0.244,0.183,0.061,
40.218,-0.065,-0.002,1.003,,,,0.183,0.061,0.061,
40.226,-0.063,-0.001,1.004,,,,0.061,0.122,0.061,
40.237,-0.065,-0.001,1.005,,,,-0.244,0.122,0.061,
40.247,-0.065,-0.001,1.005,,,,-0.427,-0.183,0.244,
40.257,-0.063,-0.001,1.004,,,,-0.366,0.122,0.061,
40.266,-0.064,0,1.004,,,,0.061,-0.122,0,
40.276,-0.065,0,1.004,,,,0.183,0.122,-0.122,
40.287,-0.064,-0.001,1.004,,,,0,0.183,0.061,
40.297,-0.065,-0.002,1.005,,,,-0.244,0,0.244,
40.306,-0.064,0,1.003,,,,-0.244,0,-0.244,
40.316,-0.065,-0.002,1.004,,,,-0.061,0,0.183,
40.326,-0.063,-0.001,1.003,,,,0,0,0.122,
40.336,-0.063,0,1.003,,,,-0.183,0.183,0,
40.345,-0.065,0,1.004,,,,0.305,0.061,0,
40.355,-0.064,-0.002,1.003,,,,0.244,0.122,0.061,
40.366,-0.064,-0.001,1.004,,,,0.122,0.244,0.244,
40.376,-0.065,-0.001,1.005,,,,0.183,0.122,0.061,
40.386,-0.064,-0.001,1.005,,,,0.183,0.122,-0.061,
40.395,-0.065,-0.002,1.004,,,,0.122,0,-0.061,
40.405,-0.065,-0.001,1.005,,,,0.122,0.122,0.061,
40.415,-0.065,0,1.004,,,,0,0.122,0,
40.426,-0.066,-0.001,1.004,,,,0.183,0.183,0.061,
40.434,-0.064,-0.002,1.003,,,,-0.183,0.427,0,
40.445,-0.065,-0.001,1.004,,,,0.305,0,0,
40.455,-0.065,-0.001,1.004,,,,-0.061,0.183,0.122,
40.465,-0.064,-0.001,1.004,,,,0.122,0.305,-0.122,
40.474,-0.065,-0.001,1.004,,,,0.305,0.244,0,
40.484,-0.064,-0.001,1.004,,,,0.183,0.183,0.122,
40.495,-0.065,-0.001,1.005,,,,-0.244,0.122,0.061,
40.505,-0.065,-0.001,1.003,,,,-0.122,0.122,0.183,
40.514,-0.065,-0.002,1.005,,,,0.122,0.305,0.183,
40.524,-0.065,-0.002,1.005,,,,0,0.305,0.061,
40.534,-0.065,-0.002,1.004,,,,0.244,0,0.183,
40.544,-0.065,-0.001,1.005,,,,0.244,-0.183,0.122,
40.553,-0.064,-0.001,1.003,,,,0.305,0.061,-0.061,
40.563,-0.063,-0.002,1.003,,,,0.366,-0.183,0.305,
40.574,-0.065,-0.003,1.004,,,,0.061,0.061,-0.061,
